number,style,runs,font,bold,text
13,Normal,42,Tahoma,None,"For more than 20 years, UWF Leisure Learning has provided stimulating programs for seasoned adults who are interested in joining a spirited community of intellectual contemporaries and lifelong learners."
13,Normal,42,Tahoma,None,"For more than 20 years, UWF Leisure Learning has provided stimulating programs for seasoned adults who are interested in joining a spirited community of intellectual contemporaries and lifelong learners."
13,Normal,42,Tahoma,None,"For more than 20 years, UWF Leisure Learning has provided stimulating programs for seasoned adults who are interested in joining a spirited community of intellectual contemporaries and lifelong learners."
13,Normal,42,Tahoma,None,"For more than 20 years, UWF Leisure Learning has provided stimulating programs for seasoned adults who are interested in joining a spirited community of intellectual contemporaries and lifelong learners."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
14,Normal,44,Tahoma,None,"Our diverse lineup of classes offer you the opportunity to explore Pensacola and the surrounding areas, discover exciting research and ideas or learn new skills — all while making friends."
15,Normal,13,Calibri,True,Become a member and start attending class this Fall!
15,Normal,13,Calibri,True,Become a member and start attending class this Fall!
15,Normal,13,Calibri,True,Become a member and start attending class this Fall!
15,Normal,13,Calibri,True,Become a member and start attending class this Fall!
15,Normal,13,Calibri,True,Become a member and start attending class this Fall!
15,Normal,13,Calibri,True,Become a member and start attending class this Fall!
15,Normal,13,Calibri,True,Become a member and start attending class this Fall!
15,Normal,13,Calibri,True,Become a member and start attending class this Fall!
15,Normal,13,Calibri,True,Become a member and start attending class this Fall!
15,Normal,13,Calibri,True,Become a member and start attending class this Fall!
15,Normal,13,Calibri,True,Become a member and start attending class this Fall!
15,Normal,13,Calibri,True,Become a member and start attending class this Fall!
15,Normal,13,Calibri,True,Become a member and start attending class this Fall!
16,List Paragraph,13,,None,Review this catalog and select your classes.
16,List Paragraph,13,,None,Review this catalog and select your classes.
16,List Paragraph,13,,None,Review this catalog and select your classes.
16,List Paragraph,13,,None,Review this catalog and select your classes.
16,List Paragraph,13,,None,Review this catalog and select your classes.
16,List Paragraph,13,,None,Review this catalog and select your classes.
16,List Paragraph,13,,None,Review this catalog and select your classes.
16,List Paragraph,13,,None,Review this catalog and select your classes.
16,List Paragraph,13,,None,Review this catalog and select your classes.
16,List Paragraph,13,,None,Review this catalog and select your classes.
16,List Paragraph,13,,None,Review this catalog and select your classes.
16,List Paragraph,13,,None,Review this catalog and select your classes.
16,List Paragraph,13,,None,Review this catalog and select your classes.
17,List Paragraph,13,,None,Register and pay for your annual membership
17,List Paragraph,13,,None,Register and pay for your annual membership
17,List Paragraph,13,,None,Register and pay for your annual membership
17,List Paragraph,13,,None,Register and pay for your annual membership
17,List Paragraph,13,,None,Register and pay for your annual membership
17,List Paragraph,13,,None,Register and pay for your annual membership
17,List Paragraph,13,,None,Register and pay for your annual membership
17,List Paragraph,13,,None,Register and pay for your annual membership
17,List Paragraph,13,,None,Register and pay for your annual membership
17,List Paragraph,13,,None,Register and pay for your annual membership
17,List Paragraph,13,,None,Register and pay for your annual membership
17,List Paragraph,13,,None,Register and pay for your annual membership
17,List Paragraph,13,,None,Register and pay for your annual membership
18,Normal,1,Tahoma,None,and individual classes in one of 3 easy ways. (Page 33)
19,List Paragraph,11,,None,Learn more about Nautilus Card benefits
19,List Paragraph,11,,None,Learn more about Nautilus Card benefits
19,List Paragraph,11,,None,Learn more about Nautilus Card benefits
19,List Paragraph,11,,None,Learn more about Nautilus Card benefits
19,List Paragraph,11,,None,Learn more about Nautilus Card benefits
19,List Paragraph,11,,None,Learn more about Nautilus Card benefits
19,List Paragraph,11,,None,Learn more about Nautilus Card benefits
19,List Paragraph,11,,None,Learn more about Nautilus Card benefits
19,List Paragraph,11,,None,Learn more about Nautilus Card benefits
19,List Paragraph,11,,None,Learn more about Nautilus Card benefits
19,List Paragraph,11,,None,Learn more about Nautilus Card benefits
20,Normal,1,Tahoma,None,for UWF Leisure Learning members. (Page 35)
21,List Paragraph,3,Calibri,True,Enjoy class!
21,List Paragraph,3,Calibri,True,Enjoy class!
21,List Paragraph,3,Calibri,True,Enjoy class!
22,Normal,2,,None,Fall classes start August 26th!
22,Normal,2,Calibri,True,Fall classes start August 26th!
23,Normal,5,Calibri,True,"Three Easy Ways to Register: Register for classes online at uwf.edu/LeisureLearning, call us at 850-473-7468 or mail in the registration form located in this catalog. More on Page 33."
23,Normal,5,Tahoma,None,"Three Easy Ways to Register: Register for classes online at uwf.edu/LeisureLearning, call us at 850-473-7468 or mail in the registration form located in this catalog. More on Page 33."
23,Normal,5,Calibri,True,"Three Easy Ways to Register: Register for classes online at uwf.edu/LeisureLearning, call us at 850-473-7468 or mail in the registration form located in this catalog. More on Page 33."
23,Normal,5,Calibri,True,"Three Easy Ways to Register: Register for classes online at uwf.edu/LeisureLearning, call us at 850-473-7468 or mail in the registration form located in this catalog. More on Page 33."
23,Normal,5,Tahoma,None,"Three Easy Ways to Register: Register for classes online at uwf.edu/LeisureLearning, call us at 850-473-7468 or mail in the registration form located in this catalog. More on Page 33."
24,Normal,2,,None,Connect with us on Facebook!
24,Normal,2,Calibri,True,Connect with us on Facebook!
25,Normal,2,Tahoma,None,facebook.com/uwfleisurelearning
25,Normal,2,Tahoma,None,facebook.com/uwfleisurelearning
26,Normal,2,,None,Give the Gift of Lifelong Learning
26,Normal,2,Calibri,True,Give the Gift of Lifelong Learning
27,Normal,5,Tahoma,None,Buy a Leisure Learning membership gift card! Call 850-473-7468 to order.
27,Normal,5,Tahoma,None,Buy a Leisure Learning membership gift card! Call 850-473-7468 to order.
27,Normal,5,Tahoma,None,Buy a Leisure Learning membership gift card! Call 850-473-7468 to order.
27,Normal,5,Tahoma,None,Buy a Leisure Learning membership gift card! Call 850-473-7468 to order.
27,Normal,5,Tahoma,None,Buy a Leisure Learning membership gift card! Call 850-473-7468 to order.
28,Normal,5,,None,"Leisure Learning is a program of UWF Continuing Education, a premier regional provider"
28,Normal,5,,None,"Leisure Learning is a program of UWF Continuing Education, a premier regional provider"
28,Normal,5,,None,"Leisure Learning is a program of UWF Continuing Education, a premier regional provider"
28,Normal,5,Calibri,True,"Leisure Learning is a program of UWF Continuing Education, a premier regional provider"
28,Normal,5,Tahoma,None,"Leisure Learning is a program of UWF Continuing Education, a premier regional provider"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Tahoma,None,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Calibri,True,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
29,Normal,22,Calibri,True,"of high-quality credit and non-credit courses, community programming, customized training, CEUs and conference planning. uwf.edu/continuinged"
30,Normal,8,Tahoma,None,2	uwf.edu/LeisureLearning | 850.473.7468 | Fall 
30,Normal,8,Tahoma,None,2	uwf.edu/LeisureLearning | 850.473.7468 | Fall 
30,Normal,8,Calibri,True,2	uwf.edu/LeisureLearning | 850.473.7468 | Fall 
30,Normal,8,Calibri,True,2	uwf.edu/LeisureLearning | 850.473.7468 | Fall 
30,Normal,8,Calibri,True,2	uwf.edu/LeisureLearning | 850.473.7468 | Fall 
30,Normal,8,Tahoma,None,2	uwf.edu/LeisureLearning | 850.473.7468 | Fall 
30,Normal,8,Tahoma,None,2	uwf.edu/LeisureLearning | 850.473.7468 | Fall 
30,Normal,8,Tahoma,None,2	uwf.edu/LeisureLearning | 850.473.7468 | Fall 
31,Normal,10,Calibri,True,Maximize Your Leisure Learning Membership With These Tips
31,Normal,10,Calibri,True,Maximize Your Leisure Learning Membership With These Tips
31,Normal,10,Calibri,True,Maximize Your Leisure Learning Membership With These Tips
31,Normal,10,Calibri,True,Maximize Your Leisure Learning Membership With These Tips
31,Normal,10,Calibri,True,Maximize Your Leisure Learning Membership With These Tips
31,Normal,10,Calibri,True,Maximize Your Leisure Learning Membership With These Tips
31,Normal,10,Calibri,True,Maximize Your Leisure Learning Membership With These Tips
31,Normal,10,Calibri,True,Maximize Your Leisure Learning Membership With These Tips
31,Normal,10,Calibri,True,Maximize Your Leisure Learning Membership With These Tips
31,Normal,10,Calibri,True,Maximize Your Leisure Learning Membership With These Tips
32,Normal,77,Tahoma,None,"Your $35 annual Leisure Learning membership allows you to register for one year of courses, but did you know it also comes with a myriad of additional perks? Here are tips to maximizing benefits and making your membership work for you!"
32,Normal,77,Tahoma,None,"Your $35 annual Leisure Learning membership allows you to register for one year of courses, but did you know it also comes with a myriad of additional perks? Here are tips to maximizing benefits and making your membership work for you!"
32,Normal,77,Tahoma,None,"Your $35 annual Leisure Learning membership allows you to register for one year of courses, but did you know it also comes with a myriad of additional perks? Here are tips to maximizing benefits and making your membership work for you!"
32,Normal,77,Tahoma,None,"Your $35 annual Leisure Learning membership allows you to register for one year of courses, but did you know it also comes with a myriad of additional perks? Here are tips to maximizing benefits and making your membership work for you!"
32,Normal,77,Tahoma,None,"Your $35 annual Leisure Learning membership allows you to register for one year of courses, but did you know it also comes with a myriad of additional perks? Here are tips to maximizing benefits and making your membership work for you!"
32,Normal,77,Tahoma,None,"Your $35 annual Leisure Learning membership allows you to register for one year of courses, but did you know it also comes with a myriad of additional perks? Here are tips to maximizing benefits and making your membership work for you!"
32,Normal,77,Tahoma,None,"Your $35 annual Leisure Learning membership allows you to register for one year of courses, but did you know it also comes with a myriad of additional perks? Here are tips to maximizing benefits and making your membership work for you!"
32,Normal,77,Tahoma,None,"Your $35 annual Leisure Learning membership allows you to register for one year of courses, but did you know it also comes with a myriad of additional perks? Here are tips to maximizing benefits and making your membership work for you!"
32,Normal,77,Tahoma,None,"Your $35 annual Leisure Learning membership allows you to register for one year of courses, but did you know it also comes with a myriad of additional perks? Here are tips to maximizing benefits and making your membership work for you!"
